date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-08-01T02:27:09,0.88,0.02,51.7,-6.4,5.4,46,26.5,42.1,74.6,78.7,nan,0.0,0.88,47.18,40.94
