date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-07-21T08:13:36,4.55,0.12,53.9,-4.5,18.2,39,394.9,442.1,504.1,597.6,nan,0.0,3.80,283.04,771.40
