date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-10-13T05:38:01,0.35,0.00,33.9,-0.9,5.7,47,8.8,9.7,9.3,nan,nan,0.0,0.35,39.11,6.69
