date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-08-05T12:45:44,0.86,0.01,65.3,-7.9,14.1,42,15.7,25.8,35.8,26.1,nan,0.0,0.86,33.41,22.33
