date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-07-23T06:06:07,4.12,0.08,54.4,-6.1,11.0,36,174.2,230.2,323.1,365.9,nan,0.0,3.97,274.51,364.16
