Date time,Precipitable Water Vapor [mm],Telescope Azimuth [deg],Telescope Elevation [deg]
2024-08-17T00:00:00,1.77,209.314666,54.742640
2024-08-17T00:01:00,1.69,209.414092,54.629879
2024-08-17T00:02:00,1.76,209.626718,54.508849
2024-08-17T00:03:00,1.72,209.781175,54.401783
2024-08-17T00:04:00,1.68,209.980980,54.287027
2024-08-17T00:05:00,1.75,210.159869,54.171438
2024-08-17T00:06:00,1.73,210.318675,54.055229
2024-08-17T00:07:00,1.69,210.513481,53.938646
2024-08-17T00:08:00,1.65,210.668453,53.821171
2024-08-17T00:09:00,1.71,210.925360,53.703299
2024-08-17T00:10:00,1.62,211.033653,53.584764
2024-08-17T00:11:00,1.62,211.209099,53.469258
2024-08-17T00:12:00,1.64,211.404929,53.345837
2024-08-17T00:13:00,1.60,211.486884,53.225379
2024-08-17T00:14:00,1.63,211.706989,53.104594
2024-08-17T00:15:00,1.64,211.869497,52.983229
2024-08-17T00:16:00,1.65,202.886577,53.822278
2024-08-17T00:17:00,1.62,203.078823,53.732121
2024-08-17T00:18:00,1.66,203.410221,53.641257
2024-08-17T00:19:00,1.62,203.599093,53.549692
2024-08-17T00:20:00,1.63,203.786477,53.457576
2024-08-17T00:21:00,1.53,161.949856,32.436150
2024-08-17T00:22:00,1.67,-82.459950,24.275506
2024-08-17T00:23:00,1.66,-82.616193,24.047136
2024-08-17T00:24:00,1.63,-82.718684,23.818448
2024-08-17T00:25:00,1.61,-82.829411,23.582105
2024-08-17T00:26:00,1.60,-82.939862,23.364509
2024-08-17T00:27:00,1.66,-78.158000,25.170068
2024-08-17T00:28:00,1.61,-69.496985,48.644217
2024-08-17T00:29:00,1.61,-69.560665,48.428311
2024-08-17T00:30:00,1.61,-69.831179,48.212207
2024-08-17T00:31:00,1.61,-70.017904,47.995505
2024-08-17T00:32:00,1.62,-70.120125,47.778767
2024-08-17T00:33:00,1.60,-70.303911,47.561431
2024-08-17T00:34:00,1.59,-70.486149,47.344093
2024-08-17T00:35:00,1.56,-70.667095,47.126592
2024-08-17T00:36:00,1.56,-70.927657,46.908799
2024-08-17T00:37:00,1.57,-71.105424,46.690635
2024-08-17T00:38:00,1.56,-71.201228,46.472505
2024-08-17T00:39:00,1.57,-71.498280,46.253684
2024-08-17T00:40:00,1.57,-71.631660,46.034744
2024-08-17T00:41:00,1.58,-71.724473,45.815948
2024-08-17T00:42:00,1.60,-71.896398,45.596704
2024-08-17T00:43:00,1.57,-72.145677,45.377183
2024-08-17T00:44:00,1.56,-72.314524,45.157745
2024-08-17T00:45:00,1.57,-72.403956,44.938122
2024-08-17T00:46:00,1.57,-72.571438,44.718079
2024-08-17T00:47:00,1.58,-72.817383,44.497525
2024-08-17T00:48:00,1.56,-72.979394,44.277274
2024-08-17T00:49:00,1.58,-73.142973,44.056738
2024-08-17T00:50:00,1.62,-73.343450,43.835858
2024-08-17T00:51:00,1.59,-73.465622,43.615085
2024-08-17T00:52:00,1.57,-73.626012,43.393479
2024-08-17T00:53:00,1.55,-73.708588,43.172245
2024-08-17T00:54:00,1.56,-73.866671,42.950928
2024-08-17T00:55:00,1.54,-74.098993,42.728940
2024-08-17T00:56:00,1.55,-74.255262,42.507048
2024-08-17T00:57:00,1.59,-74.334835,42.284969
2024-08-17T00:58:00,1.55,-74.489369,42.062789
2024-08-17T00:59:00,1.50,-74.717227,41.840577
2024-08-17T01:00:00,1.48,-74.868859,41.617998
2024-08-17T01:01:00,1.55,-74.982780,41.395344
2024-08-17T01:02:00,1.49,29.489613,51.214406
2024-08-17T01:03:00,1.49,29.088484,51.327224
2024-08-17T01:04:00,1.49,28.736546,51.442291
2024-08-17T01:05:00,1.52,21.336363,53.527064
2024-08-17T01:06:00,1.48,12.836115,53.578184
2024-08-17T01:07:00,1.48,23.024306,53.285778
2024-08-17T01:08:00,1.51,22.691963,53.286823
2024-08-17T01:09:00,1.47,22.251183,53.265112
2024-08-17T01:10:00,1.49,21.984260,53.525070
2024-08-17T01:11:00,1.44,10.809271,53.814643
2024-08-17T01:12:00,1.48,21.240127,53.710706
2024-08-17T01:13:00,1.48,20.773512,53.657701
