Date time,Precipitable Water Vapor [mm],Telescope Azimuth [deg],Telescope Elevation [deg]
2024-09-11T00:00:00,1.16,220.578854,41.447858
2024-09-11T00:01:00,1.18,220.620318,41.297895
2024-09-11T00:02:00,1.15,220.690484,41.147441
2024-09-11T00:03:00,1.17,220.744943,40.997166
2024-09-11T00:04:00,1.15,220.798498,40.846423
2024-09-11T00:05:00,1.15,220.850794,40.695883
2024-09-11T00:06:00,1.17,220.887828,40.544739
2024-09-11T00:07:00,1.18,220.938560,40.393808
2024-09-11T00:08:00,1.13,49.038949,65.757523
2024-09-11T00:09:00,1.12,48.508432,65.930740
2024-09-11T00:10:00,1.12,48.077341,66.100438
2024-09-11T00:11:00,1.12,47.588192,66.273818
2024-09-11T00:12:00,1.12,47.180036,66.443580
2024-09-11T00:13:00,1.14,46.671881,66.611912
2024-09-11T00:14:00,1.14,46.204528,66.779306
2024-09-11T00:15:00,1.12,60.190267,58.812089
2024-09-11T00:16:00,1.11,60.062884,59.012439
2024-09-11T00:17:00,1.12,59.690384,59.212197
2024-09-11T00:18:00,1.11,59.395448,59.410952
2024-09-11T00:19:00,1.11,59.261355,59.609676
2024-09-11T00:20:00,1.12,58.960737,59.807654
2024-09-11T00:21:00,1.12,58.490258,60.004476
2024-09-11T00:22:00,1.13,58.180808,60.201161
2024-09-11T00:23:00,1.13,57.869126,60.396951
2024-09-11T00:24:00,1.13,57.722682,60.592330
2024-09-11T00:25:00,1.12,57.148435,60.786787
2024-09-11T00:26:00,1.13,56.911430,60.980575
2024-09-11T00:27:00,1.12,56.757071,61.173877
2024-09-11T00:28:00,1.11,56.426838,61.365970
2024-09-11T00:29:00,1.11,55.919127,61.557869
2024-09-11T00:30:00,1.13,55.579517,61.748650
2024-09-11T00:31:00,1.13,55.414928,61.938715
2024-09-11T00:32:00,1.14,55.068733,62.127976
2024-09-11T00:33:00,1.12,54.719273,62.316784
2024-09-11T00:34:00,1.13,54.275350,62.504274
2024-09-11T00:35:00,1.13,53.915224,62.691194
2024-09-11T00:36:00,1.15,53.461163,62.877153
2024-09-11T00:37:00,1.13,53.092645,63.062273
2024-09-11T00:38:00,1.14,52.904572,63.246613
2024-09-11T00:39:00,1.15,52.529190,63.429912
2024-09-11T00:40:00,1.14,51.959981,63.612393
2024-09-11T00:41:00,1.15,51.573333,63.793730
2024-09-11T00:42:00,1.15,51.181080,63.974180
2024-09-11T00:43:00,1.15,50.975876,64.153553
2024-09-11T00:44:00,1.15,50.287379,64.332275
2024-09-11T00:45:00,1.16,49.976044,64.509604
2024-09-11T00:46:00,1.16,49.759364,64.685963
2024-09-11T00:47:00,1.14,49.424921,64.837910
2024-09-11T00:48:00,1.13,49.424905,64.837916
2024-09-11T00:49:00,1.13,49.424910,64.837910
2024-09-11T00:50:00,1.13,47.764913,65.380532
2024-09-11T00:51:00,1.12,47.426691,65.551339
2024-09-11T00:52:00,1.10,47.185382,65.720654
2024-09-11T00:53:00,1.12,46.737134,65.889026
2024-09-11T00:54:00,1.12,46.077563,66.056314
2024-09-11T00:55:00,1.14,45.615685,66.222046
2024-09-11T00:56:00,1.13,45.357668,66.386580
2024-09-11T00:57:00,1.14,44.885342,66.549739
2024-09-11T00:58:00,1.15,44.407933,66.711559
2024-09-11T00:59:00,1.17,43.817423,66.872151
2024-09-11T01:00:00,1.16,5.313496,68.738853
2024-09-11T01:01:00,1.17,4.637908,68.758187
2024-09-11T01:02:00,1.19,3.849464,68.775032
2024-09-11T01:03:00,1.19,3.171808,68.788907
2024-09-11T01:04:00,1.19,2.472880,68.797578
2024-09-11T01:05:00,1.17,1.734759,68.808388
2024-09-11T01:06:00,1.16,1.041197,68.814036
2024-09-11T01:07:00,1.13,34.618350,58.001405
2024-09-11T01:08:00,1.11,34.373236,58.132409
2024-09-11T01:09:00,1.10,33.888184,58.262012
2024-09-11T01:10:00,1.10,33.478694,58.390241
2024-09-11T01:11:00,1.11,33.226105,58.516914
2024-09-11T01:12:00,1.09,32.811458,58.642566
2024-09-11T01:13:00,1.09,32.232754,58.766501
2024-09-11T01:14:00,1.10,31.812051,58.889154
2024-09-11T01:15:00,1.09,31.536743,59.010286
2024-09-11T01:16:00,1.10,31.123072,59.130020
2024-09-11T01:17:00,1.09,30.448599,59.248115
2024-09-11T01:18:00,1.10,30.259562,59.365000
2024-09-11T01:19:00,1.09,29.823517,59.480107
2024-09-11T01:20:00,1.08,29.220319,59.593687
2024-09-11T01:21:00,1.07,28.777128,59.705873
2024-09-11T01:22:00,1.08,28.498221,59.816356
2024-09-11T01:23:00,1.08,28.049660,59.925253
2024-09-11T01:24:00,1.07,27.432021,60.032756
2024-09-11T01:25:00,1.08,26.976236,60.138547
2024-09-11T01:26:00,1.07,26.435231,60.242634
2024-09-11T01:27:00,1.09,26.058793,60.345283
2024-09-11T01:28:00,1.09,25.595732,60.446047
2024-09-11T01:29:00,1.08,25.298924,60.545202
2024-09-11T01:30:00,1.09,24.830028,60.642531
2024-09-11T01:31:00,1.09,24.187833,60.738220
2024-09-11T01:32:00,1.10,23.712824,60.832261
2024-09-11T01:33:00,1.08,23.406919,60.924413
2024-09-11T01:34:00,1.07,22.926214,61.014812
2024-09-11T01:35:00,1.07,22.261909,61.103396
2024-09-11T01:36:00,1.08,21.870883,61.190334
2024-09-11T01:37:00,1.08,21.296862,61.275295
2024-09-11T01:38:00,1.09,20.804811,61.358580
2024-09-11T01:39:00,1.09,20.484641,61.439969
2024-09-11T01:40:00,1.08,19.988554,61.519397
2024-09-11T01:41:00,1.08,19.314336,61.596879
2024-09-11T01:42:00,1.08,18.812156,61.672691
2024-09-11T01:43:00,1.08,18.483812,61.746551
2024-09-11T01:44:00,1.09,17.978279,61.818351
2024-09-11T01:45:00,1.12,17.204467,61.888068
2024-09-11T01:46:00,1.11,16.958281,61.956030
2024-09-11T01:47:00,1.10,16.266820,62.022033
2024-09-11T01:48:00,1.09,15.750804,62.086062
2024-09-11T01:49:00,1.09,15.411310,62.148080
2024-09-11T01:50:00,1.10,14.892228,62.207940
2024-09-11T01:51:00,1.11,14.189878,62.265792
2024-09-11T01:52:00,1.11,13.666290,62.321850
2024-09-11T01:53:00,1.11,13.319276,62.375531
2024-09-11T01:54:00,1.09,46.644626,34.693587
2024-09-11T01:55:00,1.09,46.436567,34.860613
2024-09-11T01:56:00,1.11,46.186376,35.027417
2024-09-11T01:57:00,1.11,45.976093,35.198543
2024-09-11T01:58:00,1.08,42.914389,33.588498
2024-09-11T01:59:00,1.13,3.014555,30.140640
2024-09-11T02:00:00,1.13,2.749821,30.152108
2024-09-11T02:01:00,1.14,2.493181,30.162598
2024-09-11T02:02:00,1.14,2.495454,30.079456
2024-09-11T02:03:00,1.13,2.029363,30.180785
2024-09-11T02:04:00,1.14,1.758765,30.188447
2024-09-11T02:05:00,1.16,1.545798,30.195234
2024-09-11T02:06:00,1.17,1.313134,30.201088
2024-09-11T02:07:00,1.17,1.120580,30.205892
2024-09-11T02:08:00,1.17,0.887691,30.209926
2024-09-11T02:09:00,1.17,0.636409,30.212890
2024-09-11T02:10:00,1.17,20.729113,34.160218
2024-09-11T02:11:00,1.16,20.484070,34.241691
2024-09-11T02:12:00,1.16,20.389277,34.322413
2024-09-11T02:13:00,1.15,20.143227,34.402057
2024-09-11T02:14:00,1.17,19.795936,34.480975
2024-09-11T02:15:00,1.18,19.548828,34.558796
2024-09-11T02:16:00,1.18,19.401688,34.635706
2024-09-11T02:17:00,1.19,19.152696,34.711604
2024-09-11T02:18:00,1.19,18.802796,34.786646
2024-09-11T02:19:00,1.19,18.553159,34.860579
2024-09-11T02:20:00,1.19,18.251379,34.933950
2024-09-11T02:21:00,1.19,18.051348,35.005894
2024-09-11T02:22:00,1.19,17.799334,35.077146
2024-09-11T02:23:00,1.18,17.648050,35.147371
2024-09-11T02:24:00,1.17,17.304705,35.216466
2024-09-11T02:25:00,1.18,17.039815,35.285002
2024-09-11T02:26:00,1.20,16.870161,35.352198
2024-09-11T02:27:00,1.19,16.632154,35.418376
2024-09-11T02:28:00,1.20,16.377364,35.483818
2024-09-11T02:29:00,1.18,16.069592,35.548108
2024-09-11T02:30:00,1.19,15.813135,35.611403
2024-09-11T02:31:00,1.16,15.504807,35.673775
2024-09-11T02:32:00,1.17,15.247418,35.735260
2024-09-11T02:33:00,1.18,15.091024,35.795479
2024-09-11T02:34:00,1.18,14.832441,35.854843
2024-09-11T02:35:00,1.19,14.477057,35.913201
2024-09-11T02:36:00,1.18,14.210608,35.970450
2024-09-11T02:37:00,1.17,13.949891,36.026774
2024-09-11T02:38:00,1.18,13.792161,36.082112
2024-09-11T02:39:00,1.19,13.375789,36.136339
2024-09-11T02:40:00,1.19,13.268439,36.189656
2024-09-11T02:41:00,1.19,13.006249,36.241834
2024-09-11T02:42:00,1.17,12.737073,36.293146
2024-09-11T02:43:00,1.19,12.376040,36.343168
2024-09-11T02:44:00,1.19,12.112292,36.392314
2024-09-11T02:45:00,1.18,11.951354,36.440462
2024-09-11T02:46:00,1.19,11.686740,36.487421
2024-09-11T02:47:00,1.18,11.317734,36.533520
2024-09-11T02:48:00,1.18,11.000110,36.578289
2024-09-11T02:49:00,1.18,10.785996,36.622261
2024-09-11T02:50:00,1.18,10.519584,36.665047
2024-09-11T02:51:00,1.16,10.280480,36.706998
2024-09-11T02:52:00,1.17,10.088875,36.747544
2024-09-11T02:53:00,1.16,9.805380,36.787341
2024-09-11T02:54:00,1.17,9.449369,36.825805
2024-09-11T02:55:00,1.18,9.180491,36.863490
2024-09-11T02:56:00,1.19,9.016122,36.899896
2024-09-11T02:57:00,1.19,8.746841,36.935252
2024-09-11T02:58:00,1.23,-48.920459,41.151649
2024-09-11T02:59:00,1.26,-49.151301,40.977077
2024-09-11T03:00:00,1.26,-49.420409,40.802114
2024-09-11T03:01:00,1.24,-49.650072,40.631585
2024-09-11T03:02:00,1.23,-49.853267,40.450460
2024-09-11T03:03:00,1.24,-50.142885,40.273666
2024-09-11T03:04:00,1.24,-50.322200,40.096501
2024-09-11T03:05:00,1.23,-50.543283,39.918407
2024-09-11T03:06:00,1.23,-50.806665,39.740319
2024-09-11T03:07:00,1.24,-34.419818,51.082446
2024-09-11T03:08:00,1.24,-34.884198,50.955442
2024-09-11T03:09:00,1.24,-35.148920,50.823586
2024-09-11T03:10:00,1.22,-35.476995,50.690410
2024-09-11T03:11:00,1.21,-35.673036,50.556098
2024-09-11T03:12:00,1.19,-35.998095,50.420865
2024-09-11T03:13:00,1.19,-36.450863,50.284694
2024-09-11T03:14:00,1.23,-36.771043,50.147105
2024-09-11T03:15:00,1.23,-36.958118,50.008899
2024-09-11T03:16:00,1.24,-37.275805,49.869433
2024-09-11T03:17:00,1.23,-37.591373,49.729062
2024-09-11T03:18:00,1.23,-38.096603,49.587512
2024-09-11T03:19:00,1.20,-38.215239,49.445056
2024-09-11T03:20:00,1.17,-38.651700,49.301784
2024-09-11T03:21:00,1.23,-38.957083,49.157314
2024-09-11T03:22:00,1.23,-39.134788,49.011990
2024-09-11T03:23:00,1.25,-39.438629,48.865665
2024-09-11T03:24:00,1.24,-39.738753,48.718721
2024-09-11T03:25:00,1.22,-40.163430,48.570488
2024-09-11T03:26:00,1.22,-40.460509,48.421536
2024-09-11T03:27:00,1.22,-40.817854,48.271544
2024-09-11T03:28:00,1.21,-41.048588,48.120498
2024-09-11T03:29:00,1.23,-41.214854,47.968772
2024-09-11T03:30:00,1.22,-41.504384,47.816040
2024-09-11T03:31:00,1.22,-41.909877,47.662657
2024-09-11T03:32:00,1.24,-42.201772,47.508547
2024-09-11T03:33:00,1.21,-42.480530,47.353145
2024-09-11T03:34:00,1.23,-42.643549,47.197331
2024-09-11T03:35:00,1.25,-42.924898,47.040310
2024-09-11T03:36:00,1.24,-43.263936,46.882518
2024-09-11T03:37:00,1.25,-43.540351,46.724161
2024-09-11T03:38:00,1.24,-43.754919,46.564792
2024-09-11T03:39:00,1.28,-44.147938,46.404819
2024-09-11T03:40:00,1.25,-44.419562,46.243748
2024-09-11T03:41:00,1.26,-44.568813,46.082074
2024-09-11T03:42:00,1.29,-44.836052,45.919616
2024-09-11T03:43:00,1.28,-45.221142,45.756579
2024-09-11T03:44:00,1.30,-45.484955,45.592742
2024-09-11T03:45:00,1.31,-45.628995,45.428012
2024-09-11T03:46:00,1.33,-46.067905,45.262353
