Date time,Precipitable Water Vapor [mm],Telescope Azimuth [deg],Telescope Elevation [deg]
2024-08-20T00:00:00,2.00,211.398908,53.370454
2024-08-20T00:01:00,1.95,211.480730,53.250271
2024-08-20T00:02:00,1.87,211.673681,53.121845
2024-08-20T00:03:00,1.75,211.809143,53.008085
2024-08-20T00:04:00,1.78,211.988697,52.886250
2024-08-20T00:05:00,1.83,212.129742,52.763816
2024-08-20T00:06:00,1.75,212.306577,52.640807
2024-08-20T00:07:00,1.83,212.463551,52.517327
2024-08-20T00:08:00,1.81,212.600009,52.393767
2024-08-20T00:09:00,1.80,212.771867,52.268829
2024-08-20T00:10:00,1.80,212.906295,52.143742
2024-08-20T00:11:00,1.75,213.137222,52.018230
2024-08-20T00:12:00,1.77,213.244345,51.892004
2024-08-20T00:13:00,1.81,213.352375,51.765447
2024-08-20T00:14:00,1.78,204.708377,52.910058
2024-08-20T00:15:00,1.91,204.886684,52.813282
2024-08-20T00:16:00,1.82,205.202294,52.715758
2024-08-20T00:17:00,1.67,205.380926,52.617786
2024-08-20T00:18:00,1.76,205.278164,52.519040
2024-08-20T00:19:00,1.79,205.587259,52.419779
2024-08-20T00:20:00,1.82,250.950447,37.514951
2024-08-20T00:21:00,1.75,250.847177,37.297021
2024-08-20T00:22:00,1.77,250.827581,37.079097
2024-08-20T00:23:00,1.87,250.796091,36.861408
2024-08-20T00:24:00,1.80,250.745540,36.647378
2024-08-20T00:25:00,1.76,250.683039,36.425886
2024-08-20T00:26:00,1.70,250.682658,36.208288
2024-08-20T00:27:00,1.70,250.619762,35.990584
2024-08-20T00:28:00,1.76,250.536228,35.773281
2024-08-20T00:29:00,1.85,250.448394,35.629026
2024-08-20T00:30:00,1.72,-69.507783,41.700591
2024-08-20T00:31:00,1.74,-69.676669,41.488565
2024-08-20T00:32:00,1.69,-69.888983,41.271936
2024-08-20T00:33:00,1.58,-70.048298,41.055534
2024-08-20T00:34:00,1.85,-70.214834,40.838519
2024-08-20T00:35:00,1.77,-70.305763,40.621618
2024-08-20T00:36:00,1.71,-70.470389,40.404159
2024-08-20T00:37:00,1.55,-70.633533,40.186795
2024-08-20T00:38:00,1.48,-70.867843,39.968915
2024-08-20T00:39:00,1.67,-71.029138,39.750771
2024-08-20T00:40:00,1.59,-71.180930,39.532592
2024-08-20T00:41:00,1.64,-71.276129,39.314240
2024-08-20T00:42:00,1.56,-71.469655,39.095794
2024-08-20T00:43:00,1.65,-71.698797,38.877048
2024-08-20T00:44:00,1.75,-71.747465,38.657796
2024-08-20T00:45:00,1.70,-71.903000,38.438706
2024-08-20T00:46:00,1.74,-72.128375,38.219437
2024-08-20T00:47:00,1.60,-72.280810,37.999971
2024-08-20T00:48:00,1.45,-72.362960,37.780091
2024-08-20T00:49:00,1.58,-72.514631,37.560110
2024-08-20T00:50:00,1.48,-72.665694,37.339798
2024-08-20T00:51:00,1.48,-72.885287,37.119685
2024-08-20T00:52:00,1.51,-73.034166,36.899137
2024-08-20T00:53:00,1.49,-73.182294,36.678482
2024-08-20T00:54:00,1.41,-73.363897,36.457697
2024-08-20T00:55:00,1.48,-73.475649,36.236591
2024-08-20T00:56:00,1.40,-73.621094,36.015508
2024-08-20T00:57:00,1.52,-73.697208,35.794295
2024-08-20T00:58:00,1.42,-73.841980,35.572581
2024-08-20T00:59:00,1.40,-73.985679,35.350937
2024-08-20T01:00:00,1.47,-74.195861,35.129164
2024-08-20T01:01:00,1.51,-74.338691,34.907370
2024-08-20T01:02:00,1.42,-74.411637,34.684952
2024-08-20T01:03:00,1.44,-74.552071,34.462754
2024-08-20T01:04:00,1.51,-74.691946,34.240335
2024-08-20T01:05:00,1.40,-74.865017,34.017825
2024-08-20T01:06:00,1.41,-70.506090,34.209967
2024-08-20T01:07:00,1.40,-70.555913,33.992472
2024-08-20T01:08:00,1.51,-70.704646,33.774871
2024-08-20T01:09:00,1.43,-70.854006,33.557067
2024-08-20T01:10:00,1.48,-71.068140,33.339144
2024-08-20T01:11:00,1.41,-71.215228,33.120680
2024-08-20T01:12:00,1.48,-71.361166,32.902342
2024-08-20T01:13:00,1.47,-71.439918,32.683679
2024-08-20T01:14:00,1.47,-71.584532,32.464957
2024-08-20T01:15:00,1.46,-71.729007,32.246077
2024-08-20T01:16:00,1.53,-71.937001,32.027151
2024-08-20T01:17:00,1.50,-72.113161,31.807547
2024-08-20T01:18:00,1.50,-72.188660,31.587905
2024-08-20T01:19:00,1.51,-72.362254,31.368532
2024-08-20T01:20:00,1.43,-72.502672,31.148631
2024-08-20T01:21:00,1.40,-72.577466,30.928676
2024-08-20T01:22:00,1.41,-72.716205,30.708429
2024-08-20T01:23:00,1.43,-72.855259,30.488277
2024-08-20T01:24:00,1.40,-73.056603,30.267651
2024-08-20T01:25:00,1.37,-73.193565,30.046996
2024-08-20T01:26:00,1.37,-73.329924,29.826472
2024-08-20T01:27:00,1.43,-73.401696,29.605480
2024-08-20T01:28:00,1.38,-73.536478,29.384326
2024-08-20T01:29:00,1.38,-73.766046,29.163074
2024-08-20T01:30:00,1.44,-73.804918,28.941636
2024-08-20T01:31:00,1.44,-73.937776,28.720283
2024-08-20T01:32:00,1.42,-74.070586,28.498802
2024-08-20T01:33:00,1.44,-74.269494,28.276563
2024-08-20T01:34:00,1.42,-74.397016,28.054762
2024-08-20T01:35:00,1.45,-74.527958,27.832477
2024-08-20T01:36:00,1.44,-74.595534,27.610118
2024-08-20T01:37:00,1.43,-74.725176,27.387739
2024-08-20T01:38:00,1.46,-74.853757,27.165458
2024-08-20T01:39:00,1.51,-75.045186,26.942603
2024-08-20T01:40:00,1.53,-75.202917,26.719747
2024-08-20T01:41:00,1.47,-75.269187,26.496895
2024-08-20T01:42:00,1.50,-75.366717,26.274017
2024-08-20T01:43:00,1.55,-75.553277,26.050703
2024-08-20T01:44:00,1.51,-75.679709,25.827363
2024-08-20T01:45:00,1.48,-75.804762,25.604047
2024-08-20T01:46:00,1.52,-75.868272,25.380497
2024-08-20T01:47:00,1.59,-75.992292,25.156895
2024-08-20T01:48:00,1.54,-76.116799,24.933013
2024-08-20T01:49:00,1.50,-76.300669,24.709488
2024-08-20T01:50:00,1.59,-76.423966,24.485106
2024-08-20T01:51:00,1.68,-76.546155,24.261210
2024-08-20T01:52:00,1.58,-76.637501,24.037069
2024-08-20T01:53:00,1.52,4.503617,55.504916
2024-08-20T01:54:00,1.52,4.004946,55.521723
2024-08-20T01:55:00,1.57,3.578603,55.540473
2024-08-20T01:56:00,1.56,3.203631,55.550305
2024-08-20T01:57:00,1.60,2.704669,55.561962
2024-08-20T01:58:00,1.55,2.276244,55.575411
2024-08-20T01:59:00,1.55,1.872390,55.580035
2024-08-20T02:00:00,1.54,1.348866,55.586468
2024-08-20T02:01:00,1.58,0.914982,55.591101
2024-08-20T02:02:00,1.56,0.538331,55.594011
2024-08-20T02:03:00,1.62,0.074162,55.595270
2024-08-20T02:04:00,1.63,-15.948064,53.129828
2024-08-20T02:05:00,1.60,-6.171872,55.703865
2024-08-20T02:06:00,1.63,-6.648502,55.670562
2024-08-20T02:07:00,1.67,-7.056664,55.639461
2024-08-20T02:08:00,1.67,-7.555594,55.600633
2024-08-20T02:09:00,1.66,-7.944173,55.567570
2024-08-20T02:10:00,1.61,-8.342936,55.532271
2024-08-20T02:11:00,1.70,-8.757005,55.494087
2024-08-20T02:12:00,1.67,-9.258840,55.447106
2024-08-20T02:13:00,1.67,-9.701863,55.402693
2024-08-20T02:14:00,1.65,-10.200093,55.351074
2024-08-20T02:15:00,1.66,-10.659434,55.301017
2024-08-20T02:16:00,1.63,-11.082449,55.252620
2024-08-20T02:17:00,1.62,-11.505109,55.202438
2024-08-20T02:18:00,1.59,-11.926068,55.150712
2024-08-20T02:19:00,1.61,-12.345512,55.097389
2024-08-20T02:20:00,1.66,-12.765317,55.042314
2024-08-20T02:21:00,1.63,-13.183164,54.985600
2024-08-20T02:22:00,1.68,-13.597485,54.927372
2024-08-20T02:23:00,1.68,-14.013440,54.867379
2024-08-20T02:24:00,1.70,-14.425921,54.805882
2024-08-20T02:25:00,1.64,-14.838075,54.742683
2024-08-20T02:26:00,1.62,-15.249904,54.678061
2024-08-20T02:27:00,1.62,-24.627673,51.286397
2024-08-20T02:28:00,1.70,-16.000736,54.559244
2024-08-20T02:29:00,1.71,-16.475180,54.479358
2024-08-20T02:30:00,1.62,-16.879689,54.408230
2024-08-20T02:31:00,1.69,-17.281885,54.335590
2024-08-20T02:32:00,1.75,-17.684990,54.261552
2024-08-20T02:33:00,1.69,-18.084837,54.185726
2024-08-20T02:34:00,1.66,-18.483374,54.108613
2024-08-20T02:35:00,1.61,-18.880911,54.030012
2024-08-20T02:36:00,1.67,-22.203058,53.265144
2024-08-20T02:37:00,1.68,-23.125910,52.900619
2024-08-20T02:38:00,1.73,-27.278056,50.829379
2024-08-20T02:39:00,1.72,-28.822094,50.041062
2024-08-20T02:40:00,1.69,-29.159449,49.928952
2024-08-20T02:41:00,1.62,-29.496526,49.816098
2024-08-20T02:42:00,1.57,-29.832336,49.701996
2024-08-20T02:43:00,1.65,-30.163960,49.586636
2024-08-20T02:44:00,1.64,-30.495466,49.470152
2024-08-20T02:45:00,1.63,-30.825076,49.352482
2024-08-20T02:46:00,1.62,-31.151868,49.233878
2024-08-20T02:47:00,1.56,-31.619999,49.111921
2024-08-20T02:48:00,1.67,-23.632906,52.938288
2024-08-20T02:49:00,1.69,-32.126267,48.870706
2024-08-20T02:50:00,1.70,-24.667481,52.732217
