date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-10-11T15:44:20,0.4,0.00,21.0,-0.2,9.2,1,nan,nan,nan,nan,nan,0.0,0.39,130.06,0.00
