date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-11-15T06:11:11,0.55,0.01,64.5,-1.1,6.9,44,17.0,24.1,28.6,nan,nan,0.0,0.55,47.85,19.98
