date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-11-15T07:12:38,0.67,0.00,42.1,-0.7,5.0,43,12.7,18.5,28.3,nan,nan,0.0,0.67,19.35,31.28
