date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-07-26T16:34:40,0.77,0.07,64.2,-1.5,7.3,41,108.4,212.2,300.5,319.1,nan,0.0,0.75,108.81,241.77
