date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-09-02T16:16:11,1.4,0.03,51.6,2.1,5.2,43,69.8,101.9,127.1,nan,nan,0.0,1.41,71.19,130.41
