date,PWV,seeing,elevation,Tamb,Wind,nant,path_rms0,path_rms100,path_rms300,path_rms1000,path_rms3000,path_rms10000,PWVM,dry_phaserms,wet_phaserms
2024-09-16T22:52:48,0.73,0.01,82.1,-2.6,13.5,45,24.1,41.5,58.6,nan,nan,0.0,0.72,39.94,31.03
