
Date time,Precipitable Water Vapor [mm],Telescope Azimuth [deg],Telescope Elevation [deg],Shutter Mode,Humidity [%],Pressure [hPa],Temperature [C],Wind Direction [deg],Wind Speed [m/s]
2024-11-21T14:52:00,0.87,199.981799,49.977568,SHUTTER_OPEN,5.50,556.46,5.30,295,1.9
2024-11-21T14:53:00,0.85,199.981812,49.977565,SHUTTER_OPEN,5.50,556.47,5.50,276,2.8
2024-11-21T14:54:00,0.87,199.981804,49.977565,SHUTTER_OPEN,5.80,556.49,5.30,320,1.4
2024-11-21T14:55:00,0.89,199.981802,49.977610,SHUTTER_OPEN,5.60,556.49,5.70,217,5.2
2024-11-21T14:56:00,0.91,199.981802,49.977610,SHUTTER_OPEN,5.50,556.47,5.30,200,2.7
2024-11-21T14:57:00,0.93,199.981812,49.977565,SHUTTER_OPEN,5.70,556.54,5.70,238,1.4
2024-11-21T14:58:00,0.94,199.981836,49.977568,SHUTTER_OPEN,5.40,556.48,5.70,306,2.5
2024-11-21T14:59:00,0.96,199.981818,49.977559,SHUTTER_OPEN,5.50,556.48,5.90,253,1.6
2024-11-21T15:00:00,0.96,199.981791,49.977573,SHUTTER_OPEN,6.00,556.48,6.10,155,0.6
2024-11-21T15:01:00,0.96,199.981812,49.977562,SHUTTER_OPEN,6.30,556.44,6.30,265,2.4
2024-11-21T15:02:00,0.99,199.981804,49.977584,SHUTTER_OPEN,6.40,556.48,6.70,268,3.1
2024-11-21T15:03:00,0.98,199.981799,49.977589,SHUTTER_OPEN,6.20,556.49,6.00,208,4.1
2024-11-21T15:04:00,0.99,199.981804,49.977592,SHUTTER_OPEN,6.80,556.46,6.30,224,4.7
2024-11-21T15:05:00,1.04,199.981823,49.977640,SHUTTER_OPEN,7.80,556.49,6.30,240,5.1
2024-11-21T15:06:00,1.05,199.981818,49.977602,SHUTTER_OPEN,7.70,556.50,6.30,239,6.3
2024-11-21T15:07:00,1.05,199.981826,49.977602,SHUTTER_OPEN,8.60,556.48,5.60,278,4.0
2024-11-21T15:08:00,1.05,199.981834,49.977635,SHUTTER_OPEN,8.60,556.51,5.70,223,5.4
2024-11-21T15:09:00,1.08,199.981834,49.977605,SHUTTER_OPEN,8.60,556.48,5.60,270,3.3
2024-11-21T15:10:00,1.07,199.981965,49.977868,SHUTTER_OPEN,8.10,556.53,5.50,236,6.6
2024-11-21T15:11:00,1.09,199.981874,49.977624,SHUTTER_OPEN,8.40,556.53,5.10,240,4.1
2024-11-21T15:12:00,1.10,199.981882,49.977621,SHUTTER_OPEN,8.90,556.52,5.20,229,2.9
2024-11-21T15:13:00,1.14,199.981882,49.977640,SHUTTER_OPEN,9.40,556.48,5.50,235,4.7
2024-11-21T15:14:00,1.15,199.981853,49.977600,SHUTTER_OPEN,9.80,556.52,5.50,299,4.1
2024-11-21T15:15:00,1.14,199.981853,49.977592,SHUTTER_OPEN,10.00,556.52,5.30,293,3.8
2024-11-21T15:16:00,1.12,199.981850,49.977594,SHUTTER_OPEN,10.30,556.52,5.80,243,4.1
2024-11-21T15:17:00,1.08,199.981847,49.977629,SHUTTER_OPEN,8.50,556.55,5.00,236,6.3
2024-11-21T15:18:00,1.07,199.981866,49.977627,SHUTTER_OPEN,8.30,556.55,4.70,181,3.0
2024-11-21T15:19:00,1.11,199.981877,49.977629,SHUTTER_OPEN,8.20,556.54,5.10,221,1.8
2024-11-21T15:20:00,1.11,199.981890,49.977610,SHUTTER_OPEN,8.60,556.55,5.40,225,1.1
2024-11-21T15:21:00,1.14,199.981869,49.977592,SHUTTER_OPEN,10.30,556.56,5.70,247,3.6
2024-11-21T15:22:00,1.15,199.981850,49.977637,SHUTTER_OPEN,10.30,556.54,5.50,227,4.2
2024-11-21T15:23:00,1.15,199.981863,49.977667,SHUTTER_OPEN,9.60,556.52,5.30,233,5.9
2024-11-21T15:24:00,1.17,199.981866,49.977645,SHUTTER_OPEN,9.70,556.56,4.70,192,4.5
2024-11-21T15:25:00,1.20,199.981850,49.977624,SHUTTER_OPEN,10.00,556.59,4.90,264,3.8
2024-11-21T15:26:00,1.23,199.981869,49.977605,SHUTTER_OPEN,10.80,556.58,4.60,259,4.2
2024-11-21T15:27:00,1.26,199.981866,49.977627,SHUTTER_OPEN,11.40,556.61,4.30,251,5.9
2024-11-21T15:28:00,1.18,199.981874,49.977608,SHUTTER_OPEN,11.10,556.59,4.70,233,3.4
2024-11-21T15:29:00,1.17,199.981869,49.977592,SHUTTER_OPEN,10.90,556.58,4.90,273,3.6
2024-11-21T15:30:00,1.12,199.981850,49.977570,SHUTTER_OPEN,10.50,556.58,4.80,278,2.5
2024-11-21T15:31:00,1.19,199.981855,49.977576,SHUTTER_OPEN,11.00,556.61,4.50,287,3.5
2024-11-21T15:32:00,1.18,199.981874,49.977610,SHUTTER_OPEN,11.40,556.62,5.40,279,6.1
2024-11-21T15:33:00,1.20,199.981831,49.977637,SHUTTER_OPEN,9.80,556.60,5.00,260,4.1
2024-11-21T15:34:00,1.16,199.981863,49.977677,SHUTTER_OPEN,9.50,556.60,5.50,229,7.3
2024-11-21T15:35:00,1.13,199.981869,49.977659,SHUTTER_OPEN,9.00,556.61,5.20,207,4.7
2024-11-21T15:36:00,1.09,199.981877,49.977613,SHUTTER_OPEN,9.50,556.60,5.10,249,5.1
2024-11-21T15:37:00,1.09,199.981866,49.977592,SHUTTER_OPEN,10.20,556.66,4.50,255,3.2
2024-11-21T15:38:00,1.18,199.981871,49.977600,SHUTTER_OPEN,10.60,556.61,4.40,274,2.6
2024-11-21T15:39:00,1.12,199.981861,49.977608,SHUTTER_OPEN,10.50,556.62,4.30,258,4.0
2024-11-21T15:40:00,1.12,199.981879,49.977643,SHUTTER_OPEN,9.70,556.63,4.50,232,4.3
2024-11-21T15:41:00,1.11,199.981882,49.977656,SHUTTER_OPEN,8.90,556.61,5.20,204,6.3
2024-11-21T15:42:00,1.11,199.981874,49.977613,SHUTTER_OPEN,9.10,556.63,4.90,231,3.5
2024-11-21T15:43:00,1.12,199.981893,49.977618,SHUTTER_OPEN,9.50,556.62,5.20,247,6.3
2024-11-21T15:44:00,1.10,199.981882,49.977616,SHUTTER_OPEN,10.00,556.61,5.00,228,2.5
2024-11-21T15:45:00,1.11,199.981890,49.977664,SHUTTER_OPEN,9.70,556.61,5.10,251,5.8
2024-11-21T15:46:00,1.11,199.981885,49.977635,SHUTTER_OPEN,9.50,556.59,5.30,226,3.5
2024-11-21T15:47:00,1.11,199.981879,49.977637,SHUTTER_OPEN,9.60,556.63,5.20,235,4.3
2024-11-21T15:48:00,1.13,199.981887,49.977643,SHUTTER_OPEN,9.70,556.55,4.80,220,2.8
2024-11-21T15:49:00,1.16,199.981887,49.977629,SHUTTER_OPEN,10.20,556.57,5.00,231,3.4
2024-11-21T15:50:00,1.17,199.981887,49.977618,SHUTTER_OPEN,10.80,556.53,5.00,234,3.2
2024-11-21T15:51:00,1.15,199.981874,49.977629,SHUTTER_OPEN,10.40,556.55,5.20,250,6.1
2024-11-21T15:52:00,1.14,199.981861,49.977664,SHUTTER_OPEN,9.30,556.52,5.10,259,3.5
2024-11-21T15:53:00,1.12,199.981874,49.977675,SHUTTER_OPEN,8.90,556.55,5.20,225,5.6
2024-11-21T15:54:00,1.15,199.981869,49.977640,SHUTTER_OPEN,9.00,556.56,4.90,247,4.5
2024-11-21T15:55:00,1.15,199.981869,49.977627,SHUTTER_OPEN,9.40,556.54,4.70,236,3.1
2024-11-21T15:56:00,1.08,199.981879,49.977643,SHUTTER_OPEN,9.50,556.58,5.00,239,4.4
2024-11-21T15:57:00,1.10,199.981882,49.977624,SHUTTER_OPEN,9.50,556.55,5.00,255,4.0
2024-11-21T15:58:00,1.13,199.981877,49.977621,SHUTTER_OPEN,9.60,556.52,4.90,277,3.1
2024-11-21T15:59:00,1.10,199.981874,49.977672,SHUTTER_OPEN,9.40,556.55,5.40,240,4.1
2024-11-21T16:00:00,1.08,199.981879,49.977680,SHUTTER_OPEN,9.20,556.51,5.40,226,4.0
2024-11-21T16:01:00,1.12,199.981874,49.977640,SHUTTER_OPEN,9.30,556.50,5.50,245,3.3
2024-11-21T16:02:00,1.10,199.981877,49.977640,SHUTTER_OPEN,9.00,556.50,5.10,247,6.2
2024-11-21T16:03:00,1.09,199.981869,49.977651,SHUTTER_OPEN,8.90,556.48,4.70,242,4.4
2024-11-21T16:04:00,1.10,199.981882,49.977635,SHUTTER_OPEN,8.90,556.49,5.10,272,3.3
2024-11-21T16:05:00,1.10,199.981895,49.977691,SHUTTER_OPEN,8.50,556.46,5.70,230,7.3
2024-11-21T16:06:00,1.06,199.981895,49.977710,SHUTTER_OPEN,7.70,556.46,6.40,219,7.7
2024-11-21T16:07:00,1.05,199.981898,49.977686,SHUTTER_OPEN,8.00,556.49,5.10,209,3.7
2024-11-21T16:08:00,1.05,199.981887,49.977667,SHUTTER_OPEN,8.50,556.45,5.00,227,3.3
2024-11-21T16:09:00,1.05,199.981887,49.977691,SHUTTER_OPEN,8.40,556.49,5.00,245,5.0
2024-11-21T16:10:00,1.05,199.981893,49.977718,SHUTTER_OPEN,8.60,556.50,5.20,243,7.7
2024-11-21T16:11:00,1.05,199.981877,49.977664,SHUTTER_OPEN,8.60,556.48,4.80,242,3.6
2024-11-21T16:12:00,1.05,199.981874,49.977629,SHUTTER_OPEN,8.30,556.52,5.00,258,4.4
2024-11-21T16:13:00,1.06,199.981887,49.977645,SHUTTER_OPEN,8.20,556.51,5.00,265,1.8
2024-11-21T16:14:00,1.05,199.981882,49.977651,SHUTTER_OPEN,8.40,556.49,5.40,249,6.6
2024-11-21T16:15:00,1.03,199.981890,49.977669,SHUTTER_OPEN,8.30,556.47,5.50,234,6.6
2024-11-21T16:16:00,1.05,199.981885,49.977661,SHUTTER_OPEN,8.20,556.51,5.30,243,4.6
2024-11-21T16:17:00,1.03,199.981895,49.977659,SHUTTER_OPEN,8.40,556.45,5.10,274,3.2
2024-11-21T16:18:00,1.03,199.981906,49.977723,SHUTTER_OPEN,8.00,556.47,5.70,223,5.6
2024-11-21T16:19:00,1.06,199.981893,49.977669,SHUTTER_OPEN,7.90,556.50,5.50,239,4.9
2024-11-21T16:20:00,1.11,199.981893,49.977686,SHUTTER_OPEN,8.20,556.49,5.80,246,4.8
2024-11-21T16:21:00,1.06,199.981909,49.977712,SHUTTER_OPEN,8.90,556.46,5.70,220,7.8
2024-11-21T16:22:00,1.01,199.981890,49.977739,SHUTTER_OPEN,8.30,556.40,5.50,225,8.9
2024-11-21T16:23:00,1.07,199.981898,49.977683,SHUTTER_OPEN,8.70,556.53,5.60,245,6.4
2024-11-21T16:24:00,1.03,199.981871,49.977656,SHUTTER_OPEN,9.00,556.48,5.60,279,5.2
2024-11-21T16:25:00,1.03,199.981920,49.977710,SHUTTER_OPEN,8.90,556.48,5.90,242,6.8
2024-11-21T16:26:00,1.02,199.981906,49.977734,SHUTTER_OPEN,10.40,556.52,5.30,247,5.4
2024-11-21T16:27:00,1.04,199.981903,49.977688,SHUTTER_OPEN,10.90,556.48,5.40,264,4.1
2024-11-21T16:28:00,1.00,199.981917,49.977726,SHUTTER_OPEN,9.90,556.52,5.90,239,7.3
2024-11-21T16:29:00,0.98,199.981895,49.977696,SHUTTER_OPEN,9.40,556.48,5.70,248,6.5
2024-11-21T16:30:00,0.99,199.981917,49.977761,SHUTTER_OPEN,8.50,556.51,5.80,240,4.9
2024-11-21T16:31:00,1.04,199.981925,49.977758,SHUTTER_OPEN,8.50,556.51,5.90,232,6.4
2024-11-21T16:32:00,1.06,199.981895,49.977691,SHUTTER_OPEN,8.90,556.49,5.40,243,5.0
2024-11-21T16:33:00,1.07,199.981909,49.977750,SHUTTER_OPEN,9.40,556.48,5.60,234,5.9
2024-11-21T16:34:00,1.10,199.981898,49.977707,SHUTTER_OPEN,9.40,556.51,5.20,252,6.6
2024-11-21T16:35:00,1.09,199.981898,49.977680,SHUTTER_OPEN,9.70,556.53,4.50,241,7.7
2024-11-21T16:36:00,1.09,199.981895,49.977710,SHUTTER_OPEN,10.10,556.50,4.80,250,1.6
2024-11-21T16:37:00,1.00,199.981887,49.977688,SHUTTER_OPEN,9.80,556.53,5.60,253,6.8
2024-11-21T16:38:00,1.04,199.981895,49.977720,SHUTTER_OPEN,8.90,556.51,5.10,247,3.1
2024-11-21T16:39:00,1.05,199.981917,49.977755,SHUTTER_OPEN,8.50,556.53,5.50,248,6.4
2024-11-21T16:40:00,1.08,199.981901,49.977712,SHUTTER_OPEN,9.10,556.54,5.10,248,3.9
2024-11-21T16:41:00,1.00,199.981928,49.977806,SHUTTER_OPEN,9.60,556.57,5.10,240,8.2
2024-11-21T16:42:00,1.02,199.981901,49.977769,SHUTTER_OPEN,9.80,556.50,5.90,248,8.0
2024-11-21T16:43:00,1.01,199.981890,49.977723,SHUTTER_OPEN,9.20,556.52,5.60,235,5.7
2024-11-21T16:44:00,0.95,199.981898,49.977742,SHUTTER_OPEN,9.60,556.49,5.60,245,7.6
2024-11-21T16:45:00,0.98,199.981887,49.977747,SHUTTER_OPEN,8.80,556.50,5.10,252,4.7
2024-11-21T16:46:00,0.95,199.981903,49.977715,SHUTTER_OPEN,8.50,556.53,5.20,233,3.2
2024-11-21T16:47:00,1.06,199.981901,49.977726,SHUTTER_OPEN,8.80,556.46,5.60,215,6.3
2024-11-21T16:48:00,1.06,199.981887,49.977814,SHUTTER_OPEN,9.30,556.48,6.60,238,7.7
2024-11-21T16:49:00,1.02,199.981887,49.977763,SHUTTER_OPEN,9.90,556.50,5.70,252,4.7
2024-11-21T16:50:00,1.03,199.981903,49.977739,SHUTTER_OPEN,10.30,556.47,5.30,244,6.9
2024-11-21T16:51:00,1.02,199.981898,49.977710,SHUTTER_OPEN,9.80,556.47,5.10,244,6.1
2024-11-21T16:52:00,1.02,199.981920,49.977817,SHUTTER_OPEN,10.10,556.49,5.40,204,6.1
2024-11-21T16:53:00,1.04,199.981893,49.977731,SHUTTER_OPEN,10.30,556.46,4.90,254,3.0
2024-11-21T16:54:00,1.09,199.981901,49.977747,SHUTTER_OPEN,10.40,556.50,5.50,248,6.0
2024-11-21T16:55:00,1.05,199.981917,49.977798,SHUTTER_OPEN,10.10,556.43,5.30,242,7.9
2024-11-21T16:56:00,1.02,199.981901,49.977750,SHUTTER_OPEN,10.00,556.47,5.20,249,5.3
2024-11-21T16:57:00,1.00,199.981895,49.977718,SHUTTER_OPEN,10.20,556.46,5.30,260,5.2
2024-11-21T16:58:00,1.10,199.981909,49.977753,SHUTTER_OPEN,9.90,556.47,5.40,243,8.5
2024-11-21T16:59:00,1.01,199.981893,49.977761,SHUTTER_OPEN,9.80,556.47,5.00,233,4.5
2024-11-21T17:00:00,1.06,199.981898,49.977747,SHUTTER_OPEN,9.80,556.47,5.20,240,3.9
2024-11-21T17:01:00,1.08,199.981912,49.977734,SHUTTER_OPEN,10.50,556.47,5.50,248,3.4
2024-11-21T17:02:00,1.08,199.981917,49.977777,SHUTTER_OPEN,10.40,556.42,6.10,222,7.5
2024-11-21T17:03:00,1.06,199.981906,49.977766,SHUTTER_OPEN,11.00,556.44,6.00,247,7.6
2024-11-21T17:04:00,1.09,199.981901,49.977710,SHUTTER_OPEN,11.50,556.46,5.10,274,3.6
2024-11-21T17:05:00,1.08,199.981909,49.977801,SHUTTER_OPEN,11.60,556.45,5.10,254,4.5
2024-11-21T17:06:00,1.05,199.981885,49.977747,SHUTTER_OPEN,10.40,556.53,5.30,251,7.6
2024-11-21T17:07:00,1.04,199.981901,49.977736,SHUTTER_OPEN,10.60,556.52,4.70,241,8.4
2024-11-21T17:08:00,1.05,199.981912,49.977747,SHUTTER_OPEN,10.70,556.51,4.80,231,5.8
2024-11-21T17:09:00,1.06,199.981917,49.977798,SHUTTER_OPEN,11.00,556.50,5.10,229,6.9
2024-11-21T17:10:00,1.12,199.981914,49.977718,SHUTTER_OPEN,11.10,556.49,4.60,240,3.6
2024-11-21T17:11:00,1.10,199.981874,49.977720,SHUTTER_OPEN,11.60,556.47,5.10,281,4.5
2024-11-21T17:12:00,1.01,199.981877,49.977739,SHUTTER_OPEN,11.40,556.50,5.50,266,4.7
2024-11-21T17:13:00,0.99,199.981914,49.977755,SHUTTER_OPEN,11.30,556.49,5.20,240,7.9
2024-11-21T17:14:00,1.06,199.981901,49.977739,SHUTTER_OPEN,11.10,556.50,5.40,238,6.2
2024-11-21T17:15:00,1.17,199.981903,49.977747,SHUTTER_OPEN,11.60,556.48,5.10,242,3.6
2024-11-21T17:16:00,1.21,199.981898,49.977728,SHUTTER_OPEN,12.10,556.51,4.80,249,6.0
2024-11-21T17:17:00,1.17,199.981914,49.977777,SHUTTER_OPEN,12.40,556.51,4.90,235,8.2
2024-11-21T17:18:00,1.06,199.981914,49.977771,SHUTTER_OPEN,12.50,556.54,4.90,239,8.1
2024-11-21T17:19:00,1.05,199.981906,49.977817,SHUTTER_OPEN,12.70,556.49,5.00,234,6.5
2024-11-21T17:20:00,1.08,199.981917,49.977825,SHUTTER_OPEN,12.10,556.47,4.90,224,6.5
2024-11-21T17:21:00,1.10,199.981901,49.977785,SHUTTER_OPEN,12.40,556.47,4.90,239,4.8
2024-11-21T17:22:00,1.10,199.981885,49.977774,SHUTTER_OPEN,12.60,556.51,5.20,261,6.4
2024-11-21T17:23:00,1.04,199.981920,49.977814,SHUTTER_OPEN,11.70,556.50,5.70,236,7.7
2024-11-21T17:24:00,1.03,150.000059,50.000065,SHUTTER_OPEN,11.60,556.48,5.30,239,6.3
2024-11-21T17:25:00,1.07,149.999996,50.000034,SHUTTER_OPEN,12.90,556.48,5.20,254,6.8
2024-11-21T17:26:00,1.14,149.999997,50.000039,SHUTTER_OPEN,13.40,556.51,4.60,251,7.8
2024-11-21T17:27:00,1.16,149.999990,49.999988,SHUTTER_OPEN,13.70,556.49,4.80,272,5.3
2024-11-21T17:28:00,1.16,150.000001,50.000002,SHUTTER_OPEN,13.80,556.49,4.80,286,6.7
2024-11-21T17:29:00,1.15,149.999997,49.999910,SHUTTER_OPEN,13.40,556.51,5.00,250,7.2
2024-11-21T17:30:00,1.20,150.000013,50.000032,SHUTTER_OPEN,12.30,556.55,5.80,289,4.9
2024-11-21T17:31:00,1.18,149.999996,49.999906,SHUTTER_OPEN,12.70,556.58,5.80,277,6.1
2024-11-21T17:32:00,1.20,150.000007,49.999987,SHUTTER_OPEN,12.40,556.54,5.70,268,5.9
2024-11-21T17:33:00,1.30,150.000006,49.999998,SHUTTER_OPEN,13.10,556.53,5.60,294,8.9
2024-11-21T17:34:00,1.29,150.000029,50.000007,SHUTTER_OPEN,13.40,556.54,4.90,297,9.4
2024-11-21T17:35:00,1.29,149.999976,50.000036,SHUTTER_OPEN,13.90,556.56,4.60,274,4.6
2024-11-21T17:36:00,1.21,149.999977,49.999981,SHUTTER_OPEN,12.90,556.53,4.80,243,6.6
2024-11-21T17:37:00,1.14,150.000010,50.000014,SHUTTER_OPEN,13.50,556.49,4.20,235,4.4
2024-11-21T17:38:00,1.15,150.000004,49.999970,SHUTTER_OPEN,13.50,556.53,4.90,271,8.0
2024-11-21T17:39:00,1.23,149.996514,49.980314,SHUTTER_OPEN,14.10,556.52,4.00,263,7.8
2024-11-21T17:40:00,1.28,149.996538,49.980486,SHUTTER_OPEN,14.40,556.52,4.10,271,6.5
2024-11-21T17:41:00,1.25,149.996527,49.980470,SHUTTER_OPEN,14.40,556.54,4.00,267,6.5
2024-11-21T17:42:00,1.19,149.996530,49.980513,SHUTTER_OPEN,14.30,556.52,4.00,281,5.0
2024-11-21T17:43:00,1.24,149.996471,49.980389,SHUTTER_OPEN,14.30,556.49,4.00,261,5.0
2024-11-21T17:44:00,1.31,149.996490,49.980432,SHUTTER_OPEN,14.10,556.50,4.10,276,5.6
2024-11-21T17:45:00,1.37,149.996452,49.980470,SHUTTER_OPEN,14.40,556.51,3.90,283,8.5
2024-11-21T17:46:00,1.33,149.996409,49.980381,SHUTTER_OPEN,14.40,556.51,3.80,279,6.7
2024-11-21T17:47:00,1.26,149.996447,49.980389,SHUTTER_OPEN,14.60,556.49,3.30,314,6.9
2024-11-21T17:48:00,1.30,149.996412,49.980424,SHUTTER_OPEN,14.30,556.49,4.00,281,4.5
2024-11-21T17:49:00,1.24,149.996433,49.980456,SHUTTER_OPEN,14.20,556.46,3.80,288,5.9
2024-11-21T17:50:00,1.25,149.996409,49.980446,SHUTTER_OPEN,14.20,556.50,3.80,275,6.4
2024-11-21T17:51:00,1.20,149.996425,49.980454,SHUTTER_OPEN,14.00,556.50,4.00,260,7.2
2024-11-21T17:52:00,1.21,149.996412,49.980542,SHUTTER_OPEN,14.10,556.41,3.70,280,4.4
2024-11-21T17:53:00,1.26,149.996415,49.980456,SHUTTER_OPEN,13.60,556.43,4.40,290,9.1
2024-11-21T17:54:00,1.31,149.996380,49.980480,SHUTTER_OPEN,13.00,556.46,4.40,279,5.9
2024-11-21T17:55:00,1.28,149.996390,49.980494,SHUTTER_OPEN,13.60,556.47,4.30,273,6.5
2024-11-21T17:56:00,1.31,149.996366,49.980400,SHUTTER_OPEN,13.20,556.43,4.30,276,5.4
2024-11-21T17:57:00,1.32,149.996393,49.980475,SHUTTER_OPEN,13.30,556.44,4.10,285,6.5
2024-11-21T17:58:00,1.24,149.996374,49.980488,SHUTTER_OPEN,12.90,556.41,4.60,243,8.5
2024-11-21T17:59:00,1.29,149.996364,49.980491,SHUTTER_OPEN,12.60,556.40,4.20,246,5.5
2024-11-21T18:00:00,1.30,149.996361,49.980545,SHUTTER_OPEN,12.90,556.40,4.70,270,6.0
2024-11-21T18:01:00,1.38,149.996334,49.980451,SHUTTER_OPEN,13.10,556.40,4.90,291,6.2
2024-11-21T18:02:00,1.34,149.996334,49.980416,SHUTTER_OPEN,13.00,556.38,4.60,281,5.5
2024-11-21T18:03:00,1.31,149.996356,49.980531,SHUTTER_OPEN,12.90,556.34,4.70,237,3.9
2024-11-21T18:04:00,1.38,149.996334,49.980494,SHUTTER_OPEN,12.60,556.38,5.00,275,4.2
2024-11-21T18:05:00,1.44,149.996323,49.980440,SHUTTER_OPEN,12.40,556.37,5.10,268,6.4
2024-11-21T18:06:00,1.46,149.996353,49.980523,SHUTTER_OPEN,12.30,556.36,4.50,248,6.1
2024-11-21T18:07:00,1.36,149.996323,49.980513,SHUTTER_OPEN,12.60,556.36,4.60,240,5.7
2024-11-21T18:08:00,1.37,149.996307,49.980478,SHUTTER_OPEN,12.90,556.32,4.60,256,6.6
2024-11-21T18:09:00,1.41,149.996296,49.980448,SHUTTER_OPEN,12.20,556.36,5.70,259,5.4
2024-11-21T18:10:00,1.39,149.996267,49.980486,SHUTTER_OPEN,12.70,556.33,3.80,237,7.4
2024-11-21T18:11:00,1.37,149.996251,49.980413,SHUTTER_OPEN,13.00,556.39,3.60,252,7.7
2024-11-21T18:12:00,1.36,149.996251,49.980526,SHUTTER_OPEN,13.50,556.35,3.20,266,4.3
2024-11-21T18:13:00,1.42,149.996243,49.980507,SHUTTER_OPEN,13.20,556.35,3.70,251,4.1
2024-11-21T18:14:00,1.47,149.996256,49.980480,SHUTTER_OPEN,13.20,556.33,3.60,286,5.1
2024-11-21T18:15:00,1.41,149.996246,49.980491,SHUTTER_OPEN,13.00,556.33,3.50,243,3.9
2024-11-21T18:16:00,1.36,149.996237,49.980478,SHUTTER_OPEN,12.90,556.36,3.70,254,6.4
2024-11-21T18:17:00,1.38,149.996229,49.980499,SHUTTER_OPEN,13.10,556.32,3.50,250,5.7
2024-11-21T18:18:00,1.33,149.996176,49.980507,SHUTTER_OPEN,13.10,556.30,3.50,236,5.2
2024-11-21T18:19:00,1.28,149.996200,49.980564,SHUTTER_OPEN,13.30,556.25,3.20,255,4.3
2024-11-21T18:20:00,1.28,149.996184,49.980537,SHUTTER_OPEN,13.30,556.27,3.70,253,4.6
2024-11-21T18:21:00,1.36,149.996178,49.980641,SHUTTER_OPEN,12.70,556.24,4.40,235,6.5
2024-11-21T18:22:00,1.42,149.996227,49.980446,SHUTTER_OPEN,12.50,556.30,4.40,276,6.8
2024-11-21T18:23:00,1.33,149.996211,49.980381,SHUTTER_OPEN,12.80,556.31,3.60,261,6.1
2024-11-21T18:24:00,1.30,149.996178,49.980515,SHUTTER_OPEN,13.20,556.24,3.20,261,4.7
2024-11-21T18:25:00,1.32,149.996168,49.980470,SHUTTER_OPEN,13.10,556.26,3.60,261,4.2
2024-11-21T18:26:00,1.37,149.996130,49.980462,SHUTTER_OPEN,13.00,556.26,3.30,287,6.8
2024-11-21T18:27:00,1.45,149.996122,49.980451,SHUTTER_OPEN,13.10,556.25,3.10,313,6.0
2024-11-21T18:28:00,1.50,149.996117,49.980470,SHUTTER_OPEN,13.10,556.29,3.30,246,7.6
2024-11-21T18:29:00,1.26,180.421169,34.827154,SHUTTER_OPEN,12.90,556.27,3.80,276,4.2
2024-11-21T18:30:00,1.27,180.544704,34.825044,SHUTTER_OPEN,12.50,556.25,4.00,278,6.6
2024-11-21T18:31:00,1.37,180.561949,34.823132,SHUTTER_OPEN,12.60,556.27,3.70,275,4.9
2024-11-21T18:32:00,1.40,150.003671,89.627250,SHUTTER_OPEN,12.60,556.28,4.00,280,7.1
2024-11-21T18:33:00,1.51,150.000152,89.750624,SHUTTER_OPEN,12.60,556.27,3.80,253,3.7
2024-11-21T18:34:00,1.65,157.476280,47.094199,SHUTTER_OPEN,12.90,556.24,3.80,245,4.0
2024-11-21T18:35:00,1.64,157.547902,47.182535,SHUTTER_OPEN,12.40,556.30,4.70,294,6.4
2024-11-21T18:36:00,1.53,157.691673,47.270450,SHUTTER_OPEN,12.40,556.29,4.10,238,7.9
2024-11-21T18:37:00,1.47,157.825071,47.350350,SHUTTER_OPEN,12.90,556.28,3.30,256,5.3
2024-11-21T18:38:00,1.51,157.959836,47.452219,SHUTTER_OPEN,13.00,556.22,3.60,232,6.6
2024-11-21T18:39:00,1.62,157.993527,89.749975,SHUTTER_OPEN,12.80,556.24,3.50,272,4.4
2024-11-21T18:40:00,1.49,157.993540,89.749956,SHUTTER_OPEN,13.00,556.27,3.40,276,4.2
2024-11-21T18:41:00,1.41,157.993487,89.749927,SHUTTER_OPEN,13.00,556.22,3.10,273,6.8
2024-11-21T18:42:00,1.50,157.993433,89.749988,SHUTTER_OPEN,12.90,556.22,3.20,277,6.3
2024-11-21T18:43:00,1.57,157.993460,89.749932,SHUTTER_OPEN,12.70,556.24,3.20,289,5.9
2024-11-21T18:44:00,1.52,157.993449,89.750015,SHUTTER_OPEN,13.10,556.22,2.90,305,3.8
2024-11-21T18:45:00,1.65,157.993403,89.750077,SHUTTER_OPEN,13.10,556.25,3.30,256,3.3
2024-11-21T18:46:00,1.66,157.993422,89.750101,SHUTTER_OPEN,13.10,556.26,3.30,286,4.4
2024-11-21T18:47:00,1.64,157.993457,89.750098,SHUTTER_OPEN,12.70,556.25,3.80,247,7.0
2024-11-21T18:48:00,1.61,157.993508,89.750149,SHUTTER_OPEN,12.70,556.24,3.40,243,7.0
2024-11-21T18:49:00,1.60,157.993449,89.750171,SHUTTER_OPEN,12.70,556.22,3.70,250,4.7
2024-11-21T18:50:00,1.55,157.993428,89.750147,SHUTTER_OPEN,12.40,556.25,3.50,249,4.2
2024-11-21T18:51:00,1.49,157.993476,89.750007,SHUTTER_OPEN,12.40,556.22,3.80,273,6.2
2024-11-21T18:52:00,1.50,157.993551,89.750117,SHUTTER_OPEN,12.40,556.23,3.60,263,4.2
2024-11-21T18:53:00,1.47,157.993465,89.750144,SHUTTER_OPEN,12.00,556.19,3.80,260,3.4
2024-11-21T18:54:00,1.47,157.993438,89.750147,SHUTTER_OPEN,12.30,556.16,3.50,277,3.2
